entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance,strategy,final_lot,reason
2024-09-24 11:45:00,2024-09-24 15:15:00,9575,9589,BUY,31.669,32.253509441329854,TP,0.33,14,True,145.71239180356127,0.014571239180356127,9701.028955381806,TREND,,
2024-09-26 07:30:00,2024-09-26 08:00:00,9742,9744,BUY,32.585,32.414708919703784,SL,0.6,2,False,-105.77464817772992,-0.010577464817772992,9595.254307204075,TREND,,
2024-10-04 08:45:00,2024-10-04 09:00:00,10299,10300,BUY,31.759,31.754,,0.37,1,True,21.192764158267295,,9616.447071362343,MR,0.19,BE_AFTER_PARTIAL
2024-10-18 13:15:00,2024-10-18 14:45:00,11214,11220,BUY,33.049,33.51419913191322,TP,0.41,6,True,142.8190613328105,0.01428190613328105,9759.266132695153,TREND,,
2024-10-18 15:00:00,2024-10-20 18:00:00,11221,11229,BUY,33.595,33.589999999999996,SL,0.39,8,True,88.35746476735113,0.008835746476735113,9847.623597462503,TREND,,
2024-10-20 18:30:00,2024-10-20 20:15:00,11231,11238,BUY,33.922999999999995,33.6456208751092,SL,0.36,7,False,-102.01648496068535,-0.010201648496068534,9745.607112501819,TREND,,
2024-10-20 22:45:00,2024-10-21 10:30:00,11248,11295,BUY,33.980999999999995,33.672780533666916,SL,0.32,47,False,-100.55022922658502,-0.010055022922658502,9645.056883275234,TREND,,
2024-10-28 21:30:00,2024-10-28 22:00:00,11767,11769,BUY,34.1,33.86601359396751,SL,0.43,2,False,-103.19415459397189,-0.010319415459397189,9541.862728681263,TREND,,
2024-10-30 08:30:00,2024-10-30 10:00:00,11903,11909,BUY,33.696,33.690999999999995,,0.29,6,True,18.229629772918656,,9560.092358454182,MR,0.15,SL
2024-11-07 15:45:00,2024-11-07 22:15:00,12460,12482,BUY,31.968,31.704491361076578,SL,0.38,22,False,-102.41328279090054,-0.010241328279090054,9457.679075663282,TREND,,
2024-11-18 08:30:00,2024-11-18 09:30:00,13075,13079,BUY,30.916,30.911,SL,0.72,4,True,79.94860626274055,0.007994860626274055,9537.627681926022,TREND,,
2024-11-18 10:30:00,2024-11-18 13:15:00,13083,13094,BUY,31.233,31.077313593176235,SL,0.63,11,False,-101.86243629897203,-0.010186243629897203,9435.76524562705,TREND,,
2024-11-18 22:30:00,2024-11-19 00:45:00,13127,13136,BUY,31.385,31.236077176637686,SL,0.67,9,False,-103.79829165275164,-0.010379829165275165,9331.966953974299,TREND,,
2024-11-27 10:15:00,2024-11-27 15:45:00,13726,13748,BUY,30.179000000000002,30.1014273024959,,0.35,22,False,-29.25044412643586,,9302.716509847864,MR,0.35,TP
2024-11-28 20:45:00,2024-11-28 22:30:00,13846,13853,BUY,30.422,30.67304670817276,TP,0.77,7,True,142.5975578219295,0.014259755782192952,9445.314067669793,TREND,,
2024-11-28 23:00:00,2024-11-29 08:45:00,13855,13894,BUY,30.689,30.684,SL,0.72,39,True,82.12759278065039,0.008212759278065038,9527.441660450444,TREND,,
2024-12-05 20:15:00,2024-12-05 21:30:00,14295,14300,BUY,30.950000000000003,31.14766765609465,,0.44,5,True,63.72478961912978,,9591.166450069573,MR,0.22,TP
2024-12-09 09:15:00,2024-12-09 14:30:00,14439,14460,BUY,32.050999999999995,31.809607368911973,SL,0.41,21,False,-101.43097874608905,-0.010143097874608905,9489.735471323484,TREND,,
2024-12-18 14:15:00,2024-12-18 14:45:00,15103,15105,BUY,29.875,29.87,,0.41,2,True,27.33427544905942,,9517.069746772542,MR,0.21,SL
2025-01-10 09:45:00,2025-01-10 10:45:00,16452,16456,BUY,30.46,30.303085593119768,SL,0.62,4,False,-101.0069322657445,-0.01010069322657445,9416.062814506799,TREND,,
2025-01-15 12:30:00,2025-01-16 07:45:00,16739,16812,BUY,30.569000000000003,30.564000000000004,SL,0.46,73,True,82.0841072340524,0.00820841072340524,9498.14692174085,TREND,,
2025-01-30 11:00:00,2025-01-30 11:45:00,17735,17738,BUY,31.566000000000003,31.397623117405583,SL,0.58,3,False,-101.13859190476312,-0.010113859190476311,9397.008329836088,TREND,,
2025-02-04 10:00:00,2025-02-04 10:30:00,18007,18009,BUY,32.025999999999996,32.020999999999994,SL,0.54,2,True,85.12867411361795,0.008512867411361794,9482.137003949705,TREND,,
2025-02-14 01:30:00,2025-02-14 05:00:00,18709,18723,BUY,32.866,33.285982644960036,TP,0.44,14,True,138.23749046987945,0.013823749046987945,9620.374494419584,TREND,,
2025-03-03 10:45:00,2025-03-03 14:45:00,19748,19764,BUY,31.748,31.584586100849577,SL,0.63,16,False,-106.73075646476694,-0.010673075646476694,9513.643737954817,TREND,,
2025-03-05 03:30:00,2025-03-05 05:45:00,19903,19912,BUY,32.32,32.17154939787481,SL,0.67,9,False,-103.48190342387561,-0.010348190342387561,9410.161834530942,TREND,,
2025-03-25 04:15:00,2025-03-25 06:30:00,21198,21207,BUY,33.260999999999996,33.45524102245787,TP,1.03,9,True,146.07040774171787,0.014607040774171787,9556.23224227266,TREND,,
2025-03-25 06:45:00,2025-03-25 07:00:00,21208,21209,BUY,33.478,33.37110825598462,SL,0.94,1,False,-106.11823937445556,-0.010611823937445556,9450.114002898204,TREND,,
2025-03-25 08:30:00,2025-03-25 09:30:00,21215,21219,BUY,33.586999999999996,33.581999999999994,SL,0.93,4,True,82.37634740656722,0.008237634740656722,9532.490350304772,TREND,,
2025-03-27 06:00:00,2025-03-27 06:15:00,21389,21390,BUY,34.041,33.89344193536826,SL,0.67,1,False,-102.88390330326463,-0.010288390330326464,9429.606447001506,TREND,,
2025-04-16 03:30:00,2025-04-16 04:15:00,22659,22662,BUY,32.732,32.98482375987082,TP,0.77,3,True,143.64601832378173,0.014364601832378173,9573.252465325288,TREND,,
2025-04-16 04:30:00,2025-04-16 04:45:00,22663,22664,BUY,32.951,32.81028640483903,SL,0.72,1,False,-105.63378851589658,-0.010563378851589658,9467.61867680939,TREND,,
2025-04-16 21:30:00,2025-04-16 23:45:00,22727,22736,BUY,32.354,32.543,,0.28,9,True,38.616110688641996,,9506.234787498031,MR,0.14,TP
2025-04-23 11:00:00,2025-04-23 11:15:00,23057,23058,BUY,33.571,33.309250671224255,SL,0.37,1,False,-99.06725164702478,-0.009906725164702477,9407.167535851007,TREND,,
2025-05-05 09:15:00,2025-05-05 09:30:00,23786,23787,BUY,32.549,32.39485707780011,SL,0.66,1,False,-105.69432865192623,-0.010569432865192623,9301.473207199082,TREND,,
2025-06-02 03:45:00,2025-06-02 05:00:00,25594,25599,BUY,33.483,33.33764257789987,SL,0.65,5,False,-98.382324365082,-0.0098382324365082,9203.090882834,TREND,,
2025-06-02 09:00:00,2025-06-02 09:30:00,25615,25617,BUY,33.678999999999995,34.02686869968253,TP,0.53,2,True,137.669937870895,0.013766993787089501,9340.760820704894,TREND,,
2025-06-02 10:00:00,2025-06-02 13:15:00,25619,25632,BUY,34.149,34.58197970212097,TP,0.43,13,True,139.80330169991817,0.013980330169991817,9480.564122404812,TREND,,
2025-06-05 05:45:00,2025-06-05 09:00:00,25878,25891,BUY,35.552,35.547,SL,0.31,13,True,87.44124837582802,0.008744124837582802,9568.00537078064,TREND,,
2025-06-09 15:00:00,2025-06-09 15:30:00,26099,26101,BUY,36.849,36.67733799616723,SL,0.58,2,False,-103.04396222300356,-0.010304396222300356,9464.961408557636,TREND,,
2025-06-17 07:30:00,2025-06-17 08:15:00,26621,26624,BUY,37.126999999999995,36.90084271192223,SL,0.42,3,False,-97.50606099266125,-0.009750606099266125,9367.455347564975,TREND,,
2025-06-25 03:00:00,2025-06-25 04:00:00,27145,27149,BUY,36.03,35.88402327851426,SL,0.65,4,False,-98.78486896572967,-0.009878486896572967,9268.670478599246,TREND,,
2025-06-25 22:45:00,2025-06-26 02:00:00,27220,27233,BUY,36.361,36.248204340902404,SL,0.91,13,False,-108.10404977880935,-0.010810404977880935,9160.566428820437,TREND,,
2025-06-26 05:00:00,2025-06-26 07:30:00,27245,27255,SELL,36.771,36.53002774487335,,0.39,10,True,79.99053859644286,,9240.55696741688,MR,0.19,TP
2025-07-03 05:00:00,2025-07-03 05:30:00,27705,27707,BUY,37.037,36.86299669787523,SL,0.56,2,False,-100.80184918986946,-0.010080184918986946,9139.75511822701,TREND,,
2025-07-06 18:15:00,2025-07-06 19:30:00,27830,27835,SELL,37.17,36.97746699481872,,0.49,5,True,69.7416671905656,,9209.496785417576,MR,0.25,TP
2025-07-06 21:15:00,2025-07-06 23:00:00,27842,27849,BUY,36.699999999999996,36.69499999999999,,0.4,7,True,19.6326257028475,,9229.129411120422,MR,0.2,SL
2025-07-11 10:30:00,2025-07-13 23:45:00,28263,28312,BUY,38.196999999999996,38.664877083233804,TP,0.38,49,True,132.9543541378037,0.01329543541378037,9362.083765258227,TREND,,
2025-07-14 00:15:00,2025-07-14 09:00:00,28314,28349,BUY,38.897,38.61524672783006,SL,0.33,35,False,-94.95857981607907,-0.009495857981607906,9267.125185442148,TREND,,
2025-07-21 10:00:00,2025-07-21 21:15:00,28813,28854,BUY,38.808,38.803,SL,0.59,41,True,77.53832489307854,0.007753832489307854,9344.663510335227,TREND,,
2025-08-13 02:30:00,2025-08-13 09:00:00,30347,30373,BUY,38.376999999999995,38.37199999999999,SL,0.56,26,True,77.62673157169827,0.007762673157169827,9422.290241906925,TREND,,
2025-08-18 21:15:00,2025-08-18 22:00:00,30694,30697,BUY,37.891,37.72738909722829,,0.69,3,False,-117.03152291247872,,9305.258718994446,MR,0.69,SL
2025-08-29 12:30:00,2025-08-29 16:00:00,31491,31505,BUY,39.796,39.5887180555922,SL,0.45,14,False,-95.97687498350841,-0.00959768749835084,9209.281844010939,TREND,,
2025-08-31 22:00:00,2025-09-01 02:15:00,31525,31542,BUY,40.15,40.62906290099573,TP,0.37,17,True,133.08115528212352,0.013308115528212351,9342.362999293062,TREND,,
2025-09-11 22:15:00,2025-09-12 08:30:00,32344,32385,BUY,41.989999999999995,41.98499999999999,SL,0.34,41,True,84.86167078845817,0.008486167078845816,9427.22467008152,TREND,,
2025-09-16 21:30:00,2025-09-16 21:45:00,32617,32618,BUY,42.403999999999996,42.23053145379819,,0.64,1,False,-114.85986956915426,,9312.364800512365,MR,0.64,SL
2025-09-17 09:00:00,2025-09-17 14:00:00,32663,32683,BUY,41.899,41.65973881629566,SL,0.4,20,False,-98.1044734817373,-0.00981044734817373,9214.260327030628,TREND,,
2025-09-19 11:15:00,2025-09-21 20:45:00,32856,32890,BUY,42.739999999999995,43.16565530807459,TP,0.43,34,True,137.38625166461497,0.013738625166461498,9351.646578695243,TREND,,
2025-09-21 23:30:00,2025-09-22 03:15:00,32901,32916,BUY,43.492,43.486999999999995,SL,0.48,15,True,82.69378006793427,0.008269378006793428,9434.340358763176,TREND,,
2025-09-25 03:45:00,2025-09-25 04:00:00,33194,33195,SELL,44.328,44.594147389945995,,0.39,1,False,-106.13748207893691,,9328.20287668424,MR,0.39,SL
2025-09-26 12:15:00,2025-09-26 14:00:00,33320,33327,BUY,45.989999999999995,46.598906834503616,TP,0.31,7,True,141.88128416585627,0.014188128416585627,9470.084160850096,TREND,,
2025-09-26 14:15:00,2025-09-26 15:30:00,33328,33333,BUY,46.428999999999995,46.11811078560514,SL,0.31,5,False,-98.2356564624051,-0.00982356564624051,9371.848504387692,TREND,,
2025-10-08 12:30:00,2025-10-08 14:00:00,34057,34063,BUY,49.497,49.18229175406293,SL,0.31,6,False,-99.4195562404915,-0.00994195562404915,9272.4289481472,TREND,,
2025-10-09 11:30:00,2025-10-09 11:45:00,34145,34146,BUY,50.68,50.04970931021607,SL,0.15,1,False,-95.44360346758896,-0.009544360346758896,9176.985344679611,TREND,,
2025-10-14 01:45:00,2025-10-14 02:15:00,34382,34384,BUY,51.916,50.63813340829809,,0.08,2,False,-102.70932733615267,,9074.276017343458,MR,0.08,SL
2025-10-26 18:00:00,2025-10-26 20:00:00,35183,35191,BUY,47.757999999999996,48.31974828609041,,0.16,8,True,72.42400189914183,,9146.7000192426,MR,0.08,TP
2025-10-27 10:00:00,2025-10-27 11:00:00,35247,35251,SELL,46.230000000000004,46.6034591072516,SL,0.25,4,False,-94.86477681289956,-0.009486477681289957,9051.8352424297,TREND,,
2025-10-28 20:00:00,2025-10-29 02:00:00,35375,35399,BUY,47.321999999999996,47.89319477432749,TP,0.32,24,True,138.60804433411468,0.013860804433411467,9190.443286763815,TREND,,
2025-11-12 02:30:00,2025-11-12 09:45:00,36317,36346,BUY,51.666,52.36284835052566,TP,0.26,29,True,137.509670105132,0.013750967010513199,9327.952956868947,TREND,,
2025-11-12 10:30:00,2025-11-12 11:45:00,36349,36354,BUY,52.598,53.3609930207268,TP,0.25,5,True,143.16867393809287,0.014316867393809286,9471.12163080704,TREND,,
2025-11-12 12:15:00,2025-11-12 20:15:00,36356,36384,BUY,53.363,52.93357804480945,SL,0.23,28,False,-100.14704969382615,-0.010014704969382615,9370.974581113214,TREND,,
2025-11-12 22:45:00,2025-11-13 05:45:00,36394,36422,BUY,53.905,53.43514546419045,SL,0.2,28,False,-95.17090716191059,-0.009517090716191058,9275.803673951305,TREND,,
2025-11-19 05:15:00,2025-11-19 08:15:00,36788,36800,BUY,52.291999999999994,51.85459783744119,SL,0.22,12,False,-97.54847576293693,-0.009754847576293694,9178.255198188368,TREND,,
2025-11-24 16:00:00,2025-11-24 19:45:00,37107,37118,BUY,51.385,51.067063679520786,SL,0.3,11,False,-97.18089614376375,-0.009718089614376375,9081.074302044604,TREND,,
2025-11-24 21:00:00,2025-11-25 01:30:00,37123,37141,BUY,51.351,51.346,SL,0.34,18,True,84.51307883561405,0.008451307883561405,9165.587380880219,TREND,,
2025-11-26 07:00:00,2025-11-26 07:30:00,37255,37257,BUY,52.433,52.173115103451934,SL,0.37,2,False,-98.37741172278426,-0.009837741172278426,9067.209969157435,TREND,,
2025-11-26 11:15:00,2025-11-26 20:45:00,37272,37306,BUY,52.745,52.739999999999995,SL,0.26,34,True,82.02239663770462,0.008202239663770462,9149.23236579514,TREND,,
2025-11-27 02:30:00,2025-11-27 04:15:00,37329,37336,BUY,53.812999999999995,53.456650224596075,SL,0.26,7,False,-94.21094160501931,-0.00942109416050193,9055.021424190121,TREND,,
2025-11-30 21:15:00,2025-11-30 22:00:00,37473,37476,BUY,57.663,56.993687376582386,SL,0.14,3,False,-94.54376727846548,-0.009454376727846547,8960.477656911657,TREND,,
2025-12-03 00:45:00,2025-12-03 03:45:00,37671,37683,BUY,57.742999999999995,58.186500764126386,,0.14,12,True,56.08059493797821,,9016.558251849634,MR,0.07,TP
2025-12-05 10:45:00,2025-12-05 11:00:00,37895,37896,BUY,59.123999999999995,58.654344550503495,SL,0.19,1,False,-90.37453540433499,-0.0090374535404335,8926.183716445299,TREND,,
2025-12-09 11:00:00,2025-12-09 20:45:00,38080,38115,BUY,60.228,61.3717991000106,TP,0.16,35,True,139.9252223346407,0.01399252223346407,9066.10893877994,TREND,,
2025-12-15 04:15:00,2025-12-15 09:45:00,38421,38443,BUY,63.900999999999996,63.24390810373332,SL,0.14,22,False,-92.83286547733495,-0.009283286547733496,8973.276073302606,TREND,,
2025-12-16 21:15:00,2025-12-17 09:00:00,38577,38624,BUY,65.304,65.299,SL,0.14,47,True,85.71666606389306,0.008571666606389305,9058.992739366498,TREND,,
2025-12-19 12:00:00,2025-12-21 20:30:00,38820,38850,BUY,67.265,68.42713101194367,TP,0.15,30,True,134.51528472676137,0.013451528472676137,9193.50802409326,TREND,,
2025-12-21 20:45:00,2025-12-22 10:15:00,38851,38905,BUY,68.444,68.43900000000001,SL,0.17,54,True,83.22880365118895,0.008322880365118895,9276.73682774445,TREND,,
2025-12-22 20:15:00,2025-12-22 21:30:00,38941,38946,SELL,69.6,69.60499999999999,,0.19,5,True,26.232727838746584,,9302.969555583197,MR,0.09,SL
2025-12-23 08:15:00,2025-12-23 09:45:00,38989,38995,SELL,70.262,69.589,,0.19,6,True,76.15378662620718,,9379.123342209405,MR,0.09,TP
2025-12-30 08:30:00,2025-12-30 14:45:00,39345,39370,BUY,76.12100000000001,76.11600000000001,SL,0.08,25,True,89.04268642723878,0.008904268642723877,9468.166028636644,TREND,,
2025-12-30 22:00:00,2025-12-31 00:45:00,39395,39406,BUY,73.129,70.81196373522322,,0.04,11,False,-92.92145059107155,,9375.244578045573,MR,0.04,SL
2026-01-06 10:15:00,2026-01-06 18:15:00,39720,39748,BUY,80.21300000000001,82.3980959913884,TP,0.09,28,True,152.31671939718797,0.015231671939718796,9527.56129744276,TREND,,
2026-01-09 11:15:00,2026-01-11 19:00:00,40000,40027,BUY,79.80000000000001,81.79640500814189,TP,0.09,27,True,139.10835056993122,0.013910835056993122,9666.669648012692,TREND,,
2026-01-11 19:30:00,2026-01-12 00:30:00,40029,40049,BUY,82.155,83.99908141706243,TP,0.1,20,True,140.66290864145247,0.014066290864145247,9807.332556654144,TREND,,
2026-01-12 01:00:00,2026-01-12 18:00:00,40051,40115,BUY,84.52000000000001,84.51500000000001,SL,0.09,64,True,86.74011280398192,0.008674011280398191,9894.072669458126,TREND,,
2026-01-13 08:15:00,2026-01-13 09:00:00,40172,40175,SELL,86.869,87.98619529405487,,0.09,3,False,-101.08757646493798,,9792.985092993189,MR,0.09,SL
2026-01-13 09:30:00,2026-01-13 12:45:00,40177,40190,BUY,88.286,87.23798884120264,SL,0.09,13,False,-94.86100429176288,-0.009486100429176289,9698.124088701426,TREND,,
2026-01-22 20:45:00,2026-01-23 12:30:00,40852,40915,BUY,98.72,101.1818258366199,TP,0.08,63,True,147.1295501971932,0.01471295501971932,9845.25363889862,TREND,,
2026-01-25 18:30:00,2026-01-25 19:30:00,40935,40939,BUY,104.281,106.81640030983363,TP,0.08,4,True,151.54401859001723,0.015154401859001724,9996.797657488636,TREND,,
2026-01-25 19:45:00,2026-01-25 21:45:00,40940,40948,BUY,106.729,109.28965490542073,TP,0.08,8,True,153.05929432524383,0.015305929432524382,10149.85695181388,TREND,,
2026-01-25 22:00:00,2026-01-26 00:15:00,40949,40958,BUY,108.93400000000001,107.3702476692638,SL,0.07,9,False,-109.88266315153453,-0.010988266315153454,10039.974288662344,TREND,,
2026-01-26 03:45:00,2026-01-26 11:00:00,40972,41001,BUY,109.63000000000001,113.00178821628597,TP,0.06,29,True,156.92345009334446,0.015692345009334446,10196.89773875569,TREND,,
2026-01-26 12:30:00,2026-01-26 13:00:00,41007,41009,BUY,115.01400000000001,115.00900000000001,SL,0.06,2,True,97.87779827531496,0.009787779827531496,10294.775537031004,TREND,,
2026-01-26 13:15:00,2026-01-26 13:30:00,41010,41011,BUY,114.78800000000001,112.85856400414629,SL,0.05,1,False,-96.77179979268615,-0.009677179979268615,10198.003737238318,TREND,,
2026-01-30 13:30:00,2026-01-30 13:45:00,41379,41380,SELL,77.952,81.95946295017087,SL,0.03,1,False,-120.40388850512626,-0.012040388850512626,10077.59984873319,TREND,,
2026-02-08 18:45:00,2026-02-09 15:15:00,41856,41938,BUY,79.96900000000001,83.76521307698745,TP,0.05,82,True,151.49852307949786,0.015149852307949786,10229.098371812688,TREND,,
2026-02-18 09:00:00,2026-02-18 14:30:00,42547,42569,BUY,76.646,76.641,SL,0.1,22,True,91.21976460725011,0.00912197646072501,10320.318136419939,TREND,,
2026-02-20 15:45:00,2026-02-22 18:45:00,42758,42766,BUY,84.119,86.73708621731298,TP,0.08,8,True,156.50517303877936,0.015650517303877936,10476.823309458718,TREND,,
2026-02-22 19:15:00,2026-02-23 20:15:00,42768,42864,BUY,86.586,86.581,SL,0.07,96,True,104.28086584978574,0.010428086584978574,10581.104175308503,TREND,,
2026-02-24 09:00:00,2026-02-24 09:30:00,42915,42917,BUY,86.17800000000001,86.17300000000002,,0.06,2,True,20.24157635784279,,10601.345751666346,MR,0.03,BE_AFTER_PARTIAL
2026-03-01 19:00:00,2026-03-01 20:00:00,43227,43231,BUY,95.73700000000001,94.09212215363301,SL,0.07,4,False,-115.56144924568969,-0.011556144924568969,10485.784302420656,TREND,,
2026-03-05 01:00:00,2026-03-05 01:45:00,43527,43530,BUY,82.412,82.40700000000001,,0.06,3,True,19.400101709031656,,10505.184404129688,MR,0.03,BE_AFTER_PARTIAL
2026-03-09 20:45:00,2026-03-09 22:45:00,43790,43798,BUY,88.828,87.60257174146913,SL,0.09,8,False,-110.82854326777819,-0.011082854326777818,10394.35586086191,TREND,,
2026-03-16 21:15:00,2026-03-17 10:30:00,44252,44305,BUY,81.045,79.59255080972666,SL,0.07,53,False,-102.09144331913393,-0.010209144331913392,10292.264417542776,TREND,,
2026-03-27 10:00:00,2026-03-27 12:30:00,45037,45047,SELL,70.30799999999999,69.58999999999999,,0.06,10,True,30.02031310549016,,10322.284730648265,MR,0.03,TP
2026-04-14 03:30:00,2026-04-14 10:30:00,46014,46042,BUY,77.474,79.22556639408515,TP,0.12,28,True,162.62619678127922,0.01626261967812792,10484.910927429544,TREND,,
2026-04-14 10:45:00,2026-04-14 21:15:00,46043,46081,BUY,78.947,80.53225208557328,TP,0.13,38,True,157.59520855732706,0.015759520855732706,10642.50613598687,TREND,,
2026-04-14 21:45:00,2026-04-15 01:30:00,46083,46098,BUY,80.28,79.4976953866119,SL,0.14,15,False,-110.36264587433492,-0.011036264587433491,10532.143490112536,TREND,,
2026-04-17 11:00:00,2026-04-17 13:15:00,46320,46329,BUY,82.688,81.45556426291468,SL,0.09,9,False,-111.45921633767925,-0.011145921633767925,10420.684273774856,TREND,,
