threshold,min_strength,vol_multiplier,reward_risk,kalman_gate,folds,mean_score,median_score,mean_pf,min_pf,mean_return,min_return,worst_dd,mean_dsr,total_trades,robust_score
0.6,0.35,3.0,1.5,True,4,-1.942296370106776,-2.4313549955486145,1.0811605558696975,0.977514561905088,9.900994117914012,-2.249270051400143,-17.637422313210422,0.1011685615232187,848,-2.1533896943302206
0.6,0.3,3.0,1.5,True,4,-1.9355981413391816,-2.4643059724404814,1.0814521331571467,0.977514561905088,9.972066087603233,-2.249270051400143,-17.600572519106585,0.10787599625359892,848,-2.1774991694990664
0.65,0.3,2.5,2.0,True,4,-1.7226493957003959,-2.4291010981531134,1.0910761841373051,0.7568009902084026,7.775127162763729,-12.955107276064993,-19.31325137689724,0.19266989813609162,461,-2.2405686574852286
0.65,0.35,2.5,2.0,True,4,-1.7226493957003959,-2.4291010981531134,1.0910761841373051,0.7568009902084026,7.775127162763729,-12.955107276064993,-19.31325137689724,0.19266989813609162,461,-2.2405686574852286
0.65,0.4,2.5,2.0,True,4,-1.7419225259766102,-2.467647358705542,1.0857286046586232,0.7568009902084026,7.414744993309425,-12.955107276064993,-19.31325137689724,0.19252506283052337,460,-2.284607332821908
0.6,0.3,2.5,2.0,True,4,-2.472046505487709,-2.527598259238075,1.0219763198851535,0.993999161802355,3.0729006379160815,-0.5879709871742689,-18.759188373807476,0.01582037383637528,841,-2.4336406940786626
0.6,0.35,2.5,2.0,True,4,-2.472182900962709,-2.5278710501880735,1.0219561114592528,0.993999161802355,3.0703171571679286,-0.5879709871742689,-18.76079548127837,0.015811883999065243,841,-2.434022538665417
0.7,0.3,2.0,2.0,True,4,-3.2274847723611075,-2.5981938123523034,0.9211929486171448,0.6481693305610543,-1.9373580655433542,-9.165085929270322,-16.470778279776233,0.010896216877780595,290,-2.5812944201388928
0.7,0.4,2.0,2.0,True,4,-3.2274847723611075,-2.5981938123523034,0.9211929486171448,0.6481693305610543,-1.9373580655433542,-9.165085929270322,-16.470778279776233,0.010896216877780595,290,-2.5812944201388928
0.7,0.35,2.0,2.0,True,4,-3.2274847723611075,-2.5981938123523034,0.9211929486171448,0.6481693305610543,-1.9373580655433542,-9.165085929270322,-16.470778279776233,0.010896216877780595,290,-2.5812944201388928
